"Date","Market","State","Market Size","Product Type","Product","Type","Sales","Profit","Margin","COGS","Total Expenses","Marketing","Inventory","Budget Profit","Budget Margin","Budget Sales","Budget COGS"
03/01/2003,"East","New York","Major Market","Tea","Darjeeling","Regular",789,369,466,332,120,83,2398,386,478,931,362
03/01/2003,"East","New York","Major Market","Tea","Earl Grey","Regular",859,360,461,282,122,74,2572,344,477,751,282
03/01/2003,"East","New York","Major Market","Tea","Green Tea","Regular",785,312,387,311,111,85,1566,308,372,707,297
03/01/2003,"East","New York","Major Market","Smoothie","Lemon","Decaf",1544,462,990,827,442,275,5248,414,709,1282,734
03/01/2003,"East","New York","Major Market","Smoothie","Blueberry","Decaf",628,-432,-101,692,292,237,4320,-232,-62,516,613
03/01/2003,"East","New York","Major Market","Espresso","Regular Espresso","Regular",1482,659,1056,807,301,198,4639,697,1129,1629,867
03/01/2003,"Central","Ohio","Major Market","Coffee","Amaretto","Regular",403,113,305,186,152,58,1245,153,276,427,182
03/01/2003,"Central","Ohio","Major Market","Espresso","Caffe Mocha","Regular",1103,332,575,579,239,144,4005,504,687,1097,583
03/01/2003,"Central","Ohio","Major Market","Smoothie","Chocolate","Decaf",147,45,110,62,51,17,1578,103,105,135,38
03/01/2003,"Central","Ohio","Major Market","Coffee","Columbian","Regular",433,130,244,164,122,54,1199,127,238,458,172
03/01/2003,"Central","Ohio","Major Market","Tea","Darjeeling","Regular",708,218,398,279,197,81,2276,206,434,578,252
03/01/2003,"Central","Ohio","Major Market","Espresso","Decaf Espresso","Decaf",432,50,223,224,188,67,1062,145,282,511,218
03/01/2003,"Central","Ohio","Major Market","Coffee","Decaf Irish Cream","Decaf",423,-14,209,182,268,141,1283,73,290,510,141
03/01/2003,"Central","Ohio","Major Market","Tea","Earl Grey","Regular",810,265,366,353,187,81,1597,235,384,567,246
03/01/2003,"Central","Ohio","Major Market","Smoothie","Lemon","Decaf",257,107,175,111,66,28,2906,131,162,199,65
03/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Latte","Regular",722,226,372,280,170,76,324,223,417,569,254
03/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Mocha","Regular",191,45,104,67,57,16,1556,104,103,114,38
03/01/2003,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",384,45,247,191,186,71,985,70,194,388,170
03/01/2003,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",320,111,198,129,84,46,1918,171,237,421,155
03/01/2003,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",747,225,436,269,200,88,2025,279,345,567,229
03/01/2003,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",254,95,138,110,59,31,2621,137,172,286,123
03/01/2003,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",744,61,432,330,401,302,1930,111,428,670,257
03/01/2003,"West","Oregon","Small Market","Coffee","Amaretto","Regular",395,-11,231,179,248,158,1289,96,286,526,206
03/01/2003,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",459,50,247,179,181,82,1073,79,245,423,174
03/01/2003,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",454,99,234,187,164,59,1080,148,266,381,164
03/01/2003,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",348,94,167,114,74,33,2365,184,169,266,108
03/01/2003,"West","Oregon","Small Market","Coffee","Columbian","Regular",445,68,274,192,213,71,1380,235,385,612,252
03/01/2003,"West","Oregon","Small Market","Tea","Darjeeling","Regular",188,51,115,62,55,20,1724,71,68,103,37
03/01/2003,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",1049,337,484,516,248,157,3758,381,482,1043,451
03/01/2003,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",455,122,239,152,135,50,1142,210,309,556,222
03/01/2003,"West","Oregon","Small Market","Tea","Earl Grey","Regular",632,233,381,332,189,79,2033,190,329,526,151
03/01/2003,"West","Oregon","Small Market","Tea","Green Tea","Regular",787,268,503,303,150,78,1495,175,333,548,165
03/01/2003,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",299,100,191,158,85,45,2056,107,173,234,116
03/01/2003,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",652,172,402,249,160,70,591,163,341,501,220
03/01/2003,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",764,303,377,281,131,84,2364,341,364,562,215
03/01/2003,"South","Texas","Major Market","Smoothie","Chocolate","Decaf",489,106,246,209,178,63,1120,159,301,476,156
03/01/2003,"South","Texas","Major Market","Coffee","Columbian","Regular",1508,498,1004,671,283,230,3411,915,1203,2087,902
03/01/2003,"South","Texas","Major Market","Espresso","Decaf Espresso","Decaf",699,253,394,315,103,81,1430,299,331,502,206
03/01/2003,"South","Texas","Major Market","Coffee","Decaf Irish Cream","Decaf",579,275,431,285,134,102,2123,372,471,917,364
03/01/2003,"South","Texas","Major Market","Smoothie","Lemon","Decaf",446,134,255,158,119,42,1019,128,215,332,138
03/01/2003,"West","Utah","Small Market","Coffee","Amaretto","Regular",591,154,354,264,146,83,3645,213,375,710,302
03/01/2003,"West","Utah","Small Market","Espresso","Caffe Latte","Regular",383,158,220,154,85,46,2871,168,198,408,136
03/01/2003,"West","Utah","Small Market","Espresso","Caffe Mocha","Regular",328,109,205,183,98,53,1977,121,235,327,135
03/01/2003,"West","Utah","Small Market","Smoothie","Chocolate","Decaf",399,94,224,134,112,49,809,129,212,297,113
03/01/2003,"West","Utah","Small Market","Coffee","Columbian","Regular",410,73,234,178,156,52,1002,240,320,504,217
03/01/2003,"West","Utah","Small Market","Tea","Darjeeling","Regular",407,-23,205,139,210,140,849,34,157,239,77
03/01/2003,"West","Utah","Small Market","Espresso","Decaf Espresso","Decaf",350,165,219,149,79,51,2798,197,258,365,138
03/01/2003,"West","Utah","Small Market","Coffee","Decaf Irish Cream","Decaf",627,116,389,315,201,131,1444,206,445,654,298
03/01/2003,"West","Utah","Small Market","Tea","Earl Grey","Regular",264,36,153,135,140,38,625,38,92,170,70
03/01/2003,"West","Utah","Small Market","Tea","Green Tea","Regular",218,-13,130,120,154,45,542,34,104,168,62
03/01/2003,"West","Utah","Small Market","Smoothie","Lemon","Decaf",400,90,266,135,140,49,1410,108,197,347,121
03/01/2003,"West","Utah","Small Market","Smoothie","Blueberry","Decaf",391,-116,56,303,201,94,2283,-63,63,325,234
03/01/2003,"West","Washington","Small Market","Espresso","Caffe Latte","Regular",331,127,242,159,85,49,2149,136,218,403,154
03/01/2003,"West","Washington","Small Market","Espresso","Caffe Mocha","Regular",401,40,246,193,151,70,1101,69,228,423,148
03/01/2003,"West","Washington","Small Market","Smoothie","Chocolate","Decaf",1019,377,726,375,245,127,3835,364,599,1010,339
03/01/2003,"West","Washington","Small Market","Coffee","Columbian","Regular",539,137,344,182,162,66,1000,238,387,603,215
03/01/2003,"West","Washington","Small Market","Tea","Darjeeling","Regular",602,176,358,215,152,71,1222,157,235,338,134
03/01/2003,"West","Washington","Small Market","Espresso","Decaf Espresso","Decaf",588,125,271,223,155,78,3199,171,266,475,193
03/01/2003,"West","Washington","Small Market","Coffee","Decaf Irish Cream","Decaf",780,52,389,322,433,294,1922,235,567,938,317
03/01/2003,"West","Washington","Small Market","Tea","Earl Grey","Regular",524,121,252,189,128,57,1276,94,170,253,107
03/01/2003,"West","Washington","Small Market","Tea","Green Tea","Regular",472,0,309,198,291,185,1601,35,197,328,118
03/01/2003,"West","Washington","Small Market","Smoothie","Lemon","Decaf",287,110,142,104,60,28,2495,186,155,207,73
03/01/2003,"Central","Wisconsin","Small Market","Coffee","Amaretto","Regular",433,44,242,164,182,66,1023,108,212,446,159
03/01/2003,"Central","Wisconsin","Small Market","Espresso","Caffe Mocha","Regular",586,138,298,215,153,87,3234,198,316,617,255
03/01/2003,"Central","Wisconsin","Small Market","Smoothie","Chocolate","Decaf",564,207,403,227,130,67,1246,243,307,485,180
03/01/2003,"Central","Wisconsin","Small Market","Coffee","Columbian","Regular",828,59,444,290,390,333,2169,109,511,776,365
03/01/2003,"Central","Wisconsin","Small Market","Tea","Darjeeling","Regular",399,113,271,203,140,50,1291,123,216,410,141
03/01/2003,"Central","Wisconsin","Small Market","Espresso","Decaf Espresso","Decaf",350,107,254,171,106,54,2027,200,289,406,180
03/01/2003,"Central","Wisconsin","Small Market","Coffee","Decaf Irish Cream","Decaf",663,209,430,271,185,82,1496,223,333,756,300
03/01/2003,"Central","Wisconsin","Small Market","Tea","Earl Grey","Regular",490,3,321,246,341,196,1548,34,258,398,171
03/01/2003,"Central","Wisconsin","Small Market","Smoothie","Lemon","Decaf",435,184,265,174,81,44,2730,170,191,351,120
04/01/2003,"West","California","Major Market","Coffee","Amaretto","Regular",414,-266,-45,412,224,130,3615,-248,-66,462,508
04/01/2003,"West","California","Major Market","Espresso","Caffe Latte","Regular",1749,508,759,798,307,219,4940,507,716,1539,732
04/01/2003,"West","California","Major Market","Espresso","Caffe Mocha","Regular",1092,92,529,352,504,378,2271,103,523,979,404
04/01/2003,"West","California","Major Market","Smoothie","Chocolate","Decaf",821,408,478,385,135,89,3340,350,432,631,275
04/01/2003,"West","California","Major Market","Coffee","Columbian","Regular",2138,790,1304,978,540,309,7115,1358,1706,3089,1326
04/01/2003,"West","California","Major Market","Tea","Darjeeling","Regular",748,355,459,317,124,81,2246,294,284,516,215
04/01/2003,"West","California","Major Market","Espresso","Decaf Espresso","Decaf",2057,867,1256,799,416,280,4215,737,1088,1751,926
04/01/2003,"West","California","Major Market","Coffee","Decaf Irish Cream","Decaf",528,-469,-124,630,374,219,5200,-469,-186,637,906
04/01/2003,"West","California","Major Market","Tea","Earl Grey","Regular",721,282,359,310,107,84,1627,219,238,377,165
04/01/2003,"West","California","Major Market","Tea","Green Tea","Regular",598,159,365,256,200,74,1940,130,256,386,133
04/01/2003,"West","California","Major Market","Smoothie","Lemon","Decaf",1310,518,786,701,277,224,3429,654,856,1239,593
04/01/2003,"West","California","Major Market","Smoothie","Blueberry","Decaf",615,222,328,259,130,77,1732,205,263,509,224
04/01/2003,"Central","Colorado","Major Market","Coffee","Amaretto","Regular",736,279,436,346,116,73,3063,368,560,805,286
04/01/2003,"Central","Colorado","Major Market","Espresso","Caffe Mocha","Regular",664,263,342,270,125,76,1561,383,446,690,319
04/01/2003,"Central","Colorado","Major Market","Smoothie","Chocolate","Decaf",1166,313,640,516,222,153,3634,353,475,1072,462
04/01/2003,"Central","Colorado","Major Market","Coffee","Columbian","Regular",585,206,349,265,124,77,1988,210,366,606,241
04/01/2003,"Central","Colorado","Major Market","Tea","Darjeeling","Regular",363,50,210,191,193,66,988,60,202,321,143
04/01/2003,"Central","Colorado","Major Market","Espresso","Decaf Espresso","Decaf",562,142,352,246,162,85,1754,227,515,695,252
04/01/2003,"Central","Colorado","Major Market","Coffee","Decaf Irish Cream","Decaf",906,391,409,328,122,87,2830,393,484,812,303
04/01/2003,"Central","Colorado","Major Market","Tea","Earl Grey","Regular",512,129,253,194,132,60,3308,120,244,382,201
04/01/2003,"Central","Colorado","Major Market","Tea","Green Tea","Regular",369,111,199,162,93,50,2244,139,196,304,86
04/01/2003,"Central","Colorado","Major Market","Smoothie","Lemon","Decaf",396,-12,227,161,252,151,1360,73,243,395,145
04/01/2003,"Central","Colorado","Major Market","Smoothie","Blueberry","Decaf",389,106,265,180,155,58,1141,118,229,333,123
04/01/2003,"East","Connecticut","Small Market","Espresso","Caffe Mocha","Regular",553,0,265,184,286,197,1975,30,262,495,182
04/01/2003,"East","Connecticut","Small Market","Coffee","Columbian","Regular",1085,369,560,402,198,138,2682,332,474,828,349
04/01/2003,"East","Connecticut","Small Market","Tea","Darjeeling","Regular",389,169,238,153,86,42,2726,182,278,466,146
04/01/2003,"East","Connecticut","Small Market","Espresso","Decaf Espresso","Decaf",380,80,242,179,154,57,988,121,237,314,157
04/01/2003,"East","Connecticut","Small Market","Tea","Green Tea","Regular",250,62,135,93,62,22,2828,107,136,212,67
04/01/2003,"East","Connecticut","Small Market","Smoothie","Lemon","Decaf",621,112,320,246,245,97,1561,102,237,519,225
04/01/2003,"East","Connecticut","Small Market","Smoothie","Blueberry","Decaf",617,166,350,253,164,81,3424,229,231,434,179
04/01/2003,"East","Florida","Major Market","Espresso","Caffe Mocha","Regular",838,62,462,274,410,313,2021,111,431,653,319
04/01/2003,"East","Florida","Major Market","Smoothie","Chocolate","Decaf",304,114,180,162,105,47,2155,95,144,277,89
04/01/2003,"East","Florida","Major Market","Coffee","Columbian","Regular",793,258,476,247,200,97,2255,321,410,796,236
04/01/2003,"East","Florida","Major Market","Tea","Darjeeling","Regular",291,97,193,125,64,30,2837,173,177,312,98
04/01/2003,"East","Florida","Major Market","Espresso","Decaf Espresso","Decaf",652,206,361,300,194,89,1659,273,412,622,225
04/01/2003,"East","Florida","Major Market","Coffee","Decaf Irish Cream","Decaf",929,380,474,353,184,109,1730,327,528,842,324
04/01/2003,"East","Florida","Major Market","Tea","Green Tea","Regular",376,143,285,159,86,45,2213,216,271,493,169
04/01/2003,"East","Florida","Major Market","Smoothie","Lemon","Decaf",399,47,243,204,184,79,1127,62,187,315,136
04/01/2003,"East","Florida","Major Market","Smoothie","Blueberry","Decaf",545,154,264,245,144,70,3631,132,217,362,165
04/01/2003,"Central","Illinois","Major Market","Espresso","Caffe Mocha","Regular",1994,850,953,877,343,257,4535,1013,1393,2109,972
04/01/2003,"Central","Illinois","Major Market","Smoothie","Chocolate","Decaf",790,321,486,297,110,93,2788,342,420,645,260
04/01/2003,"Central","Illinois","Major Market","Coffee","Columbian","Regular",1523,514,892,758,371,224,2992,615,950,1734,608
04/01/2003,"Central","Illinois","Major Market","Tea","Darjeeling","Regular",723,309,468,295,106,79,1510,278,342,661,201
04/01/2003,"Central","Illinois","Major Market","Espresso","Decaf Espresso","Decaf",1471,542,827,789,292,229,5349,699,965,1883,1074
04/01/2003,"Central","Illinois","Major Market","Coffee","Decaf Irish Cream","Decaf",971,434,614,409,221,141,1982,453,605,1049,415
04/01/2003,"Central","Illinois","Major Market","Tea","Earl Grey","Regular",645,179,302,220,168,70,1754,140,272,461,189
04/01/2003,"Central","Illinois","Major Market","Smoothie","Lemon","Decaf",661,179,370,278,137,81,2181,220,279,456,240
04/01/2003,"Central","Illinois","Major Market","Smoothie","Blueberry","Decaf",834,380,517,287,145,98,3033,391,410,811,253
04/01/2003,"Central","Iowa","Small Market","Coffee","Amaretto","Regular",152,35,87,62,58,14,2880,33,63,137,71
04/01/2003,"Central","Iowa","Small Market","Espresso","Caffe Mocha","Regular",170,33,87,50,58,14,2657,102,145,168,31
04/01/2003,"Central","Iowa","Small Market","Smoothie","Chocolate","Decaf",1937,727,1088,942,417,337,4503,803,1046,1598,787
04/01/2003,"Central","Iowa","Small Market","Coffee","Columbian","Regular",196,9,113,81,101,24,3639,63,142,182,62
04/01/2003,"Central","Iowa","Small Market","Tea","Darjeeling","Regular",1788,513,705,816,303,212,5469,483,776,1316,648
04/01/2003,"Central","Iowa","Small Market","Espresso","Decaf Espresso","Decaf",150,115,147,0,37,0,2404,135,184,187,0
04/01/2003,"Central","Iowa","Small Market","Coffee","Decaf Irish Cream","Decaf",150,27,99,77,62,20,2263,71,98,184,69
04/01/2003,"Central","Iowa","Small Market","Tea","Earl Grey","Regular",2078,741,1187,940,466,385,4931,524,854,1501,748
04/01/2003,"Central","Iowa","Small Market","Smoothie","Lemon","Decaf",1136,383,549,488,218,151,2050,465,599,863,345
04/01/2003,"South","Louisiana","Small Market","Espresso","Caffe Latte","Regular",584,4,303,187,282,195,148,0,236,391,179
04/01/2003,"South","Louisiana","Small Market","Espresso","Caffe Mocha","Regular",536,145,308,159,114,57,1065,163,243,394,139
04/01/2003,"South","Louisiana","Small Market","Smoothie","Chocolate","Decaf",392,134,247,181,107,56,2303,145,233,319,127
04/01/2003,"South","Louisiana","Small Market","Coffee","Columbian","Regular",319,107,182,111,72,26,2768,145,218,357,138
04/01/2003,"South","Louisiana","Small Market","Espresso","Decaf Espresso","Decaf",412,110,264,159,123,45,1137,136,204,319,121
04/01/2003,"South","Louisiana","Small Market","Coffee","Decaf Irish Cream","Decaf",345,162,257,165,82,44,2571,219,318,525,216
04/01/2003,"South","Louisiana","Small Market","Smoothie","Lemon","Decaf",601,135,308,247,206,106,1574,186,362,648,262
04/01/2003,"East","Massachusetts","Major Market","Espresso","Caffe Mocha","Regular",419,-41,232,170,297,172,1557,32,237,418,134
04/01/2003,"East","Massachusetts","Major Market","Coffee","Columbian","Regular",1748,1373,1609,233,205,72,-998,1248,1403,1889,217
04/01/2003,"East","Massachusetts","Major Market","Tea","Darjeeling","Regular",292,91,157,108,61,30,3033,121,169,273,99
04/01/2003,"East","Massachusetts","Major Market","Tea","Green Tea","Regular",170,55,125,70,61,17,1571,73,114,162,75
04/01/2003,"East","Massachusetts","Major Market","Smoothie","Lemon","Decaf",391,42,257,175,174,70,1246,77,164,288,153
04/01/2003,"East","Massachusetts","Major Market","Espresso","Regular Espresso","Regular",1126,354,606,518,235,158,4028,349,525,1043,485
04/01/2003,"Central","Missouri","Small Market","Espresso","Caffe Mocha","Regular",414,129,233,149,81,48,2805,197,248,401,169
04/01/2003,"Central","Missouri","Small Market","Smoothie","Chocolate","Decaf",380,-23,206,141,257,143,751,35,224,311,100
04/01/2003,"Central","Missouri","Small Market","Coffee","Columbian","Regular",609,97,379,228,216,107,1453,153,346,649,276
04/01/2003,"Central","Missouri","Small Market","Tea","Darjeeling","Regular",261,37,189,120,133,46,753,37,142,208,90
04/01/2003,"Central","Missouri","Small Market","Espresso","Decaf Espresso","Decaf",343,148,230,144,84,42,2851,193,225,511,171
04/01/2003,"Central","Missouri","Small Market","Coffee","Decaf Irish Cream","Decaf",575,144,324,290,175,78,3348,181,299,508,260
04/01/2003,"Central","Missouri","Small Market","Tea","Earl Grey","Regular",224,-29,139,106,170,36,603,-31,113,158,75
04/01/2003,"Central","Missouri","Small Market","Tea","Green Tea","Regular",315,-6,129,105,145,49,578,-30,93,223,105
04/01/2003,"Central","Missouri","Small Market","Smoothie","Lemon","Decaf",448,-36,118,330,165,92,2772,36,143,338,267
04/01/2003,"West","Nevada","Small Market","Espresso","Caffe Latte","Regular",139,109,148,0,43,0,2179,103,127,138,0
04/01/2003,"West","Nevada","Small Market","Espresso","Caffe Mocha","Regular",167,38,102,72,63,16,2799,59,123,146,38
04/01/2003,"West","Nevada","Small Market","Smoothie","Chocolate","Decaf",1082,92,513,397,440,370,2495,176,486,995,367
04/01/2003,"West","Nevada","Small Market","Coffee","Columbian","Regular",315,-8,177,113,142,43,689,35,188,369,134
04/01/2003,"West","Nevada","Small Market","Tea","Darjeeling","Regular",1944,708,1351,852,373,275,3806,578,693,1276,558
04/01/2003,"West","Nevada","Small Market","Espresso","Decaf Espresso","Decaf",137,35,87,56,59,14,2934,59,90,158,30
04/01/2003,"West","Nevada","Small Market","Coffee","Decaf Irish Cream","Decaf",230,11,110,101,88,27,3019,75,148,240,111
04/01/2003,"West","Nevada","Small Market","Tea","Earl Grey","Regular",1467,562,904,736,316,236,4412,354,551,1175,455
04/01/2003,"West","Nevada","Small Market","Tea","Green Tea","Regular",95,-1158,-810,980,528,321,10583,-859,-510,0,625
04/01/2003,"West","Nevada","Small Market","Smoothie","Lemon","Decaf",1586,521,855,672,365,201,3104,544,811,1207,462
04/01/2003,"West","Nevada","Small Market","Smoothie","Blueberry","Decaf",1065,382,619,429,246,111,2180,313,546,756,390
04/01/2003,"East","New Hampshire","Small Market","Coffee","Amaretto","Regular",392,105,246,168,128,50,888,132,259,331,139
04/01/2003,"East","New Hampshire","Small Market","Espresso","Caffe Mocha","Regular",365,-23,232,145,256,135,943,35,204,402,134
04/01/2003,"East","New Hampshire","Small Market","Coffee","Columbian","Regular",399,84,251,149,159,53,1499,139,261,358,146
04/01/2003,"East","New Hampshire","Small Market","Tea","Darjeeling","Regular",162,42,95,56,58,18,2928,69,89,199,57
04/01/2003,"East","New Hampshire","Small Market","Tea","Green Tea","Regular",163,103,168,0,31,0,2274,112,143,145,0
04/01/2003,"East","New Hampshire","Small Market","Smoothie","Lemon","Decaf",222,-10,145,121,153,47,559,34,125,188,62
04/01/2003,"East","New Hampshire","Small Market","Espresso","Regular Espresso","Regular",223,-28,106,99,174,40,630,0,135,213,74
04/01/2003,"South","New Mexico","Small Market","Espresso","Caffe Latte","Regular",231,-32,101,94,152,38,-133,0,103,178,72
04/01/2003,"South","New Mexico","Small Market","Espresso","Caffe Mocha","Regular",373,-22,199,157,243,137,894,36,213,327,100
04/01/2003,"South","New Mexico","Small Market","Smoothie","Chocolate","Decaf",157,36,105,69,52,16,2741,65,108,133,39
04/01/2003,"South","New Mexico","Small Market","Coffee","Columbian","Regular",428,89,271,150,159,51,1326,153,328,484,225
04/01/2003,"South","New Mexico","Small Market","Espresso","Decaf Espresso","Decaf",285,38,177,148,141,42,653,29,127,235,107
04/01/2003,"South","New Mexico","Small Market","Coffee","Decaf Irish Cream","Decaf",518,-35,129,314,189,94,2880,34,181,541,412
04/01/2003,"South","New Mexico","Small Market","Smoothie","Lemon","Decaf",197,10,99,98,101,26,3142,32,96,162,70
04/01/2003,"East","New York","Major Market","Espresso","Caffe Mocha","Regular",255,-707,-225,403,431,369,4153,-614,-204,205,362
04/01/2003,"East","New York","Major Market","Coffee","Columbian","Regular",2343,882,1306,1027,557,336,7725,1025,1549,2324,1007
04/01/2003,"East","New York","Major Market","Tea","Darjeeling","Regular",902,375,511,299,132,98,2883,427,646,893,299
04/01/2003,"East","New York","Major Market","Tea","Earl Grey","Regular",846,321,428,329,135,84,2661,407,456,916,342
04/01/2003,"East","New York","Major Market","Tea","Green Tea","Regular",637,301,418,270,121,80,1675,383,411,655,254
04/01/2003,"East","New York","Major Market","Smoothie","Lemon","Decaf",2192,899,1341,769,442,346,5913,763,1052,1785,648
04/01/2003,"East","New York","Major Market","Smoothie","Blueberry","Decaf",613,-403,-74,610,281,215,6796,-230,-35,479,527
04/01/2003,"East","New York","Major Market","Espresso","Regular Espresso","Regular",1805,764,1139,879,315,229,4335,974,1191,2008,724
04/01/2003,"Central","Ohio","Major Market","Coffee","Amaretto","Regular",463,101,210,170,164,65,1175,168,248,502,194
04/01/2003,"Central","Ohio","Major Market","Espresso","Caffe Mocha","Regular",1308,322,558,652,272,132,3951,372,687,1269,534
04/01/2003,"Central","Ohio","Major Market","Smoothie","Chocolate","Decaf",180,54,105,77,52,16,1641,91,115,139,35
04/01/2003,"Central","Ohio","Major Market","Coffee","Columbian","Regular",377,81,184,131,131,48,1272,135,210,325,130
04/01/2003,"Central","Ohio","Major Market","Tea","Darjeeling","Regular",688,262,455,302,237,93,2680,238,364,614,284
04/01/2003,"Central","Ohio","Major Market","Espresso","Decaf Espresso","Decaf",371,40,234,179,184,61,1070,102,280,442,217
04/01/2003,"Central","Ohio","Major Market","Coffee","Decaf Irish Cream","Decaf",418,-12,231,174,287,184,1466,62,311,431,165
04/01/2003,"Central","Ohio","Major Market","Tea","Earl Grey","Regular",810,305,538,407,229,116,1706,292,520,832,299
04/01/2003,"Central","Ohio","Major Market","Smoothie","Lemon","Decaf",294,74,149,110,71,28,2579,126,155,206,71
04/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Latte","Regular",1002,351,494,363,187,134,-348,339,456,768,309
04/01/2003,"South","Oklahoma","Small Market","Espresso","Caffe Mocha","Regular",179,48,98,78,49,20,1531,101,106,130,29
04/01/2003,"South","Oklahoma","Small Market","Smoothie","Chocolate","Decaf",405,54,224,228,203,69,1151,96,223,416,163
04/01/2003,"South","Oklahoma","Small Market","Coffee","Columbian","Regular",330,107,204,177,85,47,1884,220,269,416,179
04/01/2003,"South","Oklahoma","Small Market","Espresso","Decaf Espresso","Decaf",753,244,438,314,229,114,2275,324,441,616,279
04/01/2003,"South","Oklahoma","Small Market","Coffee","Decaf Irish Cream","Decaf",300,90,133,97,73,31,2733,154,217,305,102
04/01/2003,"South","Oklahoma","Small Market","Smoothie","Lemon","Decaf",858,46,423,333,428,295,1847,109,424,896,272
04/01/2003,"West","Oregon","Small Market","Coffee","Amaretto","Regular",389,-11,251,181,288,152,1295,113,308,543,190
04/01/2003,"West","Oregon","Small Market","Espresso","Caffe Latte","Regular",438,42,214,203,179,58,1139,65,197,377,168
04/01/2003,"West","Oregon","Small Market","Espresso","Caffe Mocha","Regular",436,90,238,185,152,61,1092,135,230,449,192
04/01/2003,"West","Oregon","Small Market","Smoothie","Chocolate","Decaf",309,112,158,123,67,33,2537,137,127,203,116
04/01/2003,"West","Oregon","Small Market","Coffee","Columbian","Regular",412,28,260,147,193,62,1247,106,303,467,205
04/01/2003,"West","Oregon","Small Market","Tea","Darjeeling","Regular",156,49,102,71,62,19,1785,66,72,111,33
04/01/2003,"West","Oregon","Small Market","Espresso","Decaf Espresso","Decaf",1144,279,586,620,223,155,3596,291,578,950,474
04/01/2003,"West","Oregon","Small Market","Coffee","Decaf Irish Cream","Decaf",371,101,227,144,112,39,1402,163,249,462,166
04/01/2003,"West","Oregon","Small Market","Tea","Earl Grey","Regular",706,266,470,286,218,84,2142,215,377,535,165
04/01/2003,"West","Oregon","Small Market","Tea","Green Tea","Regular",886,305,447,346,193,133,1850,275,415,591,221
04/01/2003,"West","Oregon","Small Market","Smoothie","Lemon","Decaf",361,121,190,158,99,59,1862,132,197,300,97
04/01/2003,"South","Texas","Major Market","Espresso","Caffe Latte","Regular",566,150,324,263,177,74,30,198,295,545,188
04/01/2003,"South","Texas","Major Market","Espresso","Caffe Mocha","Regular",759,367,439,312,108,102,3070,327,417,668,262
04/01/2003,"South","Texas","Major Market","Smoothie","Chocolate","Decaf",463,97,300,181,154,65,1296,129,210,418,166
04/01/2003,"South","Texas","Major Market","Coffee","Columbian","Regular",1626,568,888,659,310,208,3058,775,994,1635,835
04/01/2003,"South","Texas","Major Market","Espresso","Decaf Espresso","Decaf",708,309,332,330,118,73,1761,315,374,627,194
04/01/2003,"South","Texas","Major Market","Coffee","Decaf Irish Cream","Decaf",517,220,389,280,131,82,1916,348,476,789,322
04/01/2003,"South","Texas","Major Market","Smoothie","Lemon","Decaf",376,97,204,151,137,44,1083,90,186,363,142
04/01/2003,"West","Utah","Small Market","Coffee","Amaretto","Regular",611,146,355,254,170,85,3426,226,334,719,318
04/01/2003,"West","Utah","Small Market","Espresso","Caffe Latte","Regular",449,152,239,144,94,44,3014,126,219,301,127
04/01/2003,"West","Utah","Small Market","Espresso","Caffe Mocha","Regular",421,137,191,197,97,59,1833,147,199,358,151
04/01/2003,"West","Utah","Small Market","Smoothie","Chocolate","Decaf",396,115,246,180,130,46,824,97,188,313,117
04/01/2003,"West","Utah","Small Market","Coffee","Columbian","Regular",366,87,256,153,136,55,1057,200,255,544,230
04/01/2003,"West","Utah","Small Market","Tea","Darjeeling","Regular",311,-19,220,159,256,143,860,32,177,246,69
04/01/2003,"West","Utah","Small Market","Espresso","Decaf Espresso","Decaf",407,136,232,159,86,44,2786,171,222,355,143
04/01/2003,"West","Utah","Small Market","Coffee","Decaf Irish Cream","Decaf",570,119,346,289,221,100,1678,244,422,721,326
04/01/2003,"West","Utah","Small Market","Tea","Earl Grey","Regular",337,38,188,114,139,39,713,30,92,191,65
04/01/2003,"West","Utah","Small Market","Tea","Green Tea","Regular",251,-27,114,112,143,42,533,34,109,123,32
04/01/2003,"West","Utah","Small Market","Smoothie","Lemon","Decaf",384,86,228,155,169,61,1280,136,242,322,146
04/01/2003,"West","Utah","Small Market","Smoothie","Blueberry","Decaf",486,-34,143,307,173,90,2790,0,135,355,266
04/01/2003,"West","Washington","Small Market","Espresso","Caffe Latte","Regular",327,103,220,153,95,49,1964,93,164,332,145
